站點名稱,城鎮,aqi,狀態,日期
萬里,新北市,64,普通,"Fri 29 Mar 2024, 12:00PM"
汐止,新北市,59,普通,"Fri 29 Mar 2024, 12:00PM"
基隆,基隆市,56,普通,"Fri 29 Mar 2024, 12:00PM"
屏東(枋山),屏東縣,48,良好,"Fri 29 Mar 2024, 11:00AM"
新北(樹林),新北市,89,普通,"Fri 29 Mar 2024, 11:00AM"
屏東(琉球),屏東縣,46,良好,"Fri 29 Mar 2024, 11:00AM"
臺南(麻豆),臺南市,58,普通,"Fri 29 Mar 2024, 11:00AM"
高雄(湖內),高雄市,35,良好,"Fri 29 Mar 2024, 11:00AM"
彰化(員林),彰化縣,67,普通,"Fri 29 Mar 2024, 11:00AM"
大城,彰化縣,71,普通,"Fri 29 Mar 2024, 11:00AM"
富貴角,新北市,64,普通,"Fri 29 Mar 2024, 11:00AM"
麥寮,雲林縣,67,普通,"Fri 29 Mar 2024, 11:00AM"
關山,臺東縣,28,良好,"Fri 29 Mar 2024, 11:00AM"
馬公,澎湖縣,56,普通,"Fri 29 Mar 2024, 11:00AM"
金門,金門縣,92,普通,"Fri 29 Mar 2024, 11:00AM"
馬祖,連江縣,59,普通,"Fri 29 Mar 2024, 11:00AM"
埔里,南投縣,55,普通,"Fri 29 Mar 2024, 11:00AM"
復興,高雄市,58,普通,"Fri 29 Mar 2024, 11:00AM"
永和,新北市,66,普通,"Fri 29 Mar 2024, 11:00AM"
竹山,南投縣,65,普通,"Fri 29 Mar 2024, 11:00AM"
中壢,桃園市,82,普通,"Fri 29 Mar 2024, 11:00AM"
三重,新北市,71,普通,"Fri 29 Mar 2024, 11:00AM"
冬山,宜蘭縣,69,普通,"Fri 29 Mar 2024, 11:00AM"
宜蘭,宜蘭縣,63,普通,"Fri 29 Mar 2024, 11:00AM"
陽明,臺北市,42,良好,"Fri 29 Mar 2024, 11:00AM"
花蓮,花蓮縣,56,普通,"Fri 29 Mar 2024, 11:00AM"
臺東,臺東縣,28,良好,"Fri 29 Mar 2024, 11:00AM"
恆春,屏東縣,33,良好,"Fri 29 Mar 2024, 11:00AM"
潮州,屏東縣,54,普通,"Fri 29 Mar 2024, 11:00AM"
屏東,屏東縣,40,良好,"Fri 29 Mar 2024, 11:00AM"
小港,高雄市,47,良好,"Fri 29 Mar 2024, 11:00AM"
前鎮,高雄市,57,普通,"Fri 29 Mar 2024, 11:00AM"
前金,高雄市,46,良好,"Fri 29 Mar 2024, 11:00AM"
左營,高雄市,59,普通,"Fri 29 Mar 2024, 11:00AM"
楠梓,高雄市,69,普通,"Fri 29 Mar 2024, 11:00AM"
林園,高雄市,50,良好,"Fri 29 Mar 2024, 11:00AM"
大寮,高雄市,59,普通,"Fri 29 Mar 2024, 11:00AM"
鳳山,高雄市,53,普通,"Fri 29 Mar 2024, 11:00AM"
仁武,高雄市,65,普通,"Fri 29 Mar 2024, 11:00AM"
橋頭,高雄市,71,普通,"Fri 29 Mar 2024, 11:00AM"
美濃,高雄市,34,良好,"Fri 29 Mar 2024, 11:00AM"
臺南,臺南市,53,普通,"Fri 29 Mar 2024, 11:00AM"
安南,臺南市,60,普通,"Fri 29 Mar 2024, 11:00AM"
善化,臺南市,65,普通,"Fri 29 Mar 2024, 11:00AM"
新營,臺南市,53,普通,"Fri 29 Mar 2024, 11:00AM"
嘉義,嘉義市,72,普通,"Fri 29 Mar 2024, 11:00AM"
臺西,雲林縣,60,普通,"Fri 29 Mar 2024, 11:00AM"
朴子,嘉義縣,68,普通,"Fri 29 Mar 2024, 11:00AM"
新港,嘉義縣,66,普通,"Fri 29 Mar 2024, 11:00AM"
崙背,雲林縣,73,普通,"Fri 29 Mar 2024, 11:00AM"
斗六,雲林縣,65,普通,"Fri 29 Mar 2024, 11:00AM"
南投,南投縣,54,普通,"Fri 29 Mar 2024, 11:00AM"
二林,彰化縣,105,對敏感族群不健康,"Fri 29 Mar 2024, 11:00AM"
線西,彰化縣,74,普通,"Fri 29 Mar 2024, 11:00AM"
彰化,彰化縣,59,普通,"Fri 29 Mar 2024, 11:00AM"
西屯,臺中市,70,普通,"Fri 29 Mar 2024, 11:00AM"
忠明,臺中市,48,良好,"Fri 29 Mar 2024, 11:00AM"
大里,臺中市,69,普通,"Fri 29 Mar 2024, 11:00AM"
沙鹿,臺中市,61,普通,"Fri 29 Mar 2024, 11:00AM"
豐原,臺中市,63,普通,"Fri 29 Mar 2024, 11:00AM"
三義,苗栗縣,64,普通,"Fri 29 Mar 2024, 11:00AM"
苗栗,苗栗縣,70,普通,"Fri 29 Mar 2024, 11:00AM"
頭份,苗栗縣,73,普通,"Fri 29 Mar 2024, 11:00AM"
新竹,新竹市,83,普通,"Fri 29 Mar 2024, 11:00AM"
竹東,新竹縣,69,普通,"Fri 29 Mar 2024, 11:00AM"
湖口,新竹縣,83,普通,"Fri 29 Mar 2024, 11:00AM"
龍潭,桃園市,79,普通,"Fri 29 Mar 2024, 11:00AM"
平鎮,桃園市,69,普通,"Fri 29 Mar 2024, 11:00AM"
觀音,桃園市,77,普通,"Fri 29 Mar 2024, 11:00AM"
大園,桃園市,74,普通,"Fri 29 Mar 2024, 11:00AM"
桃園,桃園市,75,普通,"Fri 29 Mar 2024, 11:00AM"
大同,臺北市,86,普通,"Fri 29 Mar 2024, 11:00AM"
松山,臺北市,75,普通,"Fri 29 Mar 2024, 11:00AM"
古亭,臺北市,78,普通,"Fri 29 Mar 2024, 11:00AM"
萬華,臺北市,75,普通,"Fri 29 Mar 2024, 11:00AM"
中山,臺北市,68,普通,"Fri 29 Mar 2024, 11:00AM"
士林,臺北市,64,普通,"Fri 29 Mar 2024, 11:00AM"
淡水,新北市,68,普通,"Fri 29 Mar 2024, 11:00AM"
林口,新北市,75,普通,"Fri 29 Mar 2024, 11:00AM"
菜寮,新北市,74,普通,"Fri 29 Mar 2024, 11:00AM"
新莊,新北市,70,普通,"Fri 29 Mar 2024, 11:00AM"
板橋,新北市,66,普通,"Fri 29 Mar 2024, 11:00AM"
土城,新北市,79,普通,"Fri 29 Mar 2024, 11:00AM"
新店,新北市,77,普通,"Fri 29 Mar 2024, 11:00AM"
萬里,新北市,55,普通,"Fri 29 Mar 2024, 11:00AM"
汐止,新北市,64,普通,"Fri 29 Mar 2024, 11:00AM"
基隆,基隆市,58,普通,"Fri 29 Mar 2024, 11:00AM"
屏東(枋山),屏東縣,49,良好,"Fri 29 Mar 2024, 10:00AM"
新北(樹林),新北市,86,普通,"Fri 29 Mar 2024, 10:00AM"
屏東(琉球),屏東縣,44,良好,"Fri 29 Mar 2024, 10:00AM"
臺南(麻豆),臺南市,59,普通,"Fri 29 Mar 2024, 10:00AM"
高雄(湖內),高雄市,30,良好,"Fri 29 Mar 2024, 10:00AM"
彰化(員林),彰化縣,61,普通,"Fri 29 Mar 2024, 10:00AM"
大城,彰化縣,66,普通,"Fri 29 Mar 2024, 10:00AM"
富貴角,新北市,55,普通,"Fri 29 Mar 2024, 10:00AM"
麥寮,雲林縣,60,普通,"Fri 29 Mar 2024, 10:00AM"
關山,臺東縣,28,良好,"Fri 29 Mar 2024, 10:00AM"
馬公,澎湖縣,49,良好,"Fri 29 Mar 2024, 10:00AM"
金門,金門縣,107,對敏感族群不健康,"Fri 29 Mar 2024, 10:00AM"
馬祖,連江縣,62,普通,"Fri 29 Mar 2024, 10:00AM"
埔里,南投縣,55,普通,"Fri 29 Mar 2024, 10:00AM"
復興,高雄市,55,普通,"Fri 29 Mar 2024, 10:00AM"
永和,新北市,67,普通,"Fri 29 Mar 2024, 10:00AM"
竹山,南投縣,61,普通,"Fri 29 Mar 2024, 10:00AM"
中壢,桃園市,79,普通,"Fri 29 Mar 2024, 10:00AM"
三重,新北市,76,普通,"Fri 29 Mar 2024, 10:00AM"
冬山,宜蘭縣,71,普通,"Fri 29 Mar 2024, 10:00AM"
宜蘭,宜蘭縣,62,普通,"Fri 29 Mar 2024, 10:00AM"
陽明,臺北市,41,良好,"Fri 29 Mar 2024, 10:00AM"
花蓮,花蓮縣,50,良好,"Fri 29 Mar 2024, 10:00AM"
臺東,臺東縣,27,良好,"Fri 29 Mar 2024, 10:00AM"
恆春,屏東縣,35,良好,"Fri 29 Mar 2024, 10:00AM"
潮州,屏東縣,56,普通,"Fri 29 Mar 2024, 10:00AM"
屏東,屏東縣,36,良好,"Fri 29 Mar 2024, 10:00AM"
小港,高雄市,42,良好,"Fri 29 Mar 2024, 10:00AM"
前鎮,高雄市,54,普通,"Fri 29 Mar 2024, 10:00AM"
前金,高雄市,44,良好,"Fri 29 Mar 2024, 10:00AM"
左營,高雄市,58,普通,"Fri 29 Mar 2024, 10:00AM"
楠梓,高雄市,69,普通,"Fri 29 Mar 2024, 10:00AM"
林園,高雄市,51,普通,"Fri 29 Mar 2024, 10:00AM"
大寮,高雄市,60,普通,"Fri 29 Mar 2024, 10:00AM"
鳳山,高雄市,51,普通,"Fri 29 Mar 2024, 10:00AM"
仁武,高雄市,64,普通,"Fri 29 Mar 2024, 10:00AM"
橋頭,高雄市,68,普通,"Fri 29 Mar 2024, 10:00AM"
美濃,高雄市,31,良好,"Fri 29 Mar 2024, 10:00AM"
臺南,臺南市,49,良好,"Fri 29 Mar 2024, 10:00AM"
安南,臺南市,57,普通,"Fri 29 Mar 2024, 10:00AM"
善化,臺南市,64,普通,"Fri 29 Mar 2024, 10:00AM"
新營,臺南市,52,普通,"Fri 29 Mar 2024, 10:00AM"
嘉義,嘉義市,66,普通,"Fri 29 Mar 2024, 10:00AM"
臺西,雲林縣,53,普通,"Fri 29 Mar 2024, 10:00AM"
朴子,嘉義縣,65,普通,"Fri 29 Mar 2024, 10:00AM"
新港,嘉義縣,61,普通,"Fri 29 Mar 2024, 10:00AM"
崙背,雲林縣,61,普通,"Fri 29 Mar 2024, 10:00AM"
斗六,雲林縣,61,普通,"Fri 29 Mar 2024, 10:00AM"
南投,南投縣,53,普通,"Fri 29 Mar 2024, 10:00AM"
二林,彰化縣,95,普通,"Fri 29 Mar 2024, 10:00AM"
線西,彰化縣,67,普通,"Fri 29 Mar 2024, 10:00AM"
彰化,彰化縣,56,普通,"Fri 29 Mar 2024, 10:00AM"
西屯,臺中市,69,普通,"Fri 29 Mar 2024, 10:00AM"
忠明,臺中市,44,良好,"Fri 29 Mar 2024, 10:00AM"
大里,臺中市,66,普通,"Fri 29 Mar 2024, 10:00AM"
沙鹿,臺中市,59,普通,"Fri 29 Mar 2024, 10:00AM"
豐原,臺中市,56,普通,"Fri 29 Mar 2024, 10:00AM"
三義,苗栗縣,60,普通,"Fri 29 Mar 2024, 10:00AM"
苗栗,苗栗縣,69,普通,"Fri 29 Mar 2024, 10:00AM"
頭份,苗栗縣,68,普通,"Fri 29 Mar 2024, 10:00AM"
新竹,新竹市,82,普通,"Fri 29 Mar 2024, 10:00AM"
竹東,新竹縣,70,普通,"Fri 29 Mar 2024, 10:00AM"
湖口,新竹縣,84,普通,"Fri 29 Mar 2024, 10:00AM"
龍潭,桃園市,75,普通,"Fri 29 Mar 2024, 10:00AM"
平鎮,桃園市,71,普通,"Fri 29 Mar 2024, 10:00AM"
觀音,桃園市,79,普通,"Fri 29 Mar 2024, 10:00AM"
大園,桃園市,72,普通,"Fri 29 Mar 2024, 10:00AM"
桃園,桃園市,75,普通,"Fri 29 Mar 2024, 10:00AM"
大同,臺北市,87,普通,"Fri 29 Mar 2024, 10:00AM"
松山,臺北市,78,普通,"Fri 29 Mar 2024, 10:00AM"
古亭,臺北市,76,普通,"Fri 29 Mar 2024, 10:00AM"
萬華,臺北市,78,普通,"Fri 29 Mar 2024, 10:00AM"
中山,臺北市,67,普通,"Fri 29 Mar 2024, 10:00AM"
士林,臺北市,66,普通,"Fri 29 Mar 2024, 10:00AM"
淡水,新北市,68,普通,"Fri 29 Mar 2024, 10:00AM"
林口,新北市,73,普通,"Fri 29 Mar 2024, 10:00AM"
菜寮,新北市,73,普通,"Fri 29 Mar 2024, 10:00AM"
新莊,新北市,68,普通,"Fri 29 Mar 2024, 10:00AM"
板橋,新北市,68,普通,"Fri 29 Mar 2024, 10:00AM"
土城,新北市,79,普通,"Fri 29 Mar 2024, 10:00AM"
新店,新北市,77,普通,"Fri 29 Mar 2024, 10:00AM"
萬里,新北市,54,普通,"Fri 29 Mar 2024, 10:00AM"
汐止,新北市,68,普通,"Fri 29 Mar 2024, 10:00AM"
基隆,基隆市,59,普通,"Fri 29 Mar 2024, 10:00AM"
屏東(枋山),屏東縣,47,良好,"Fri 29 Mar 2024, 09:00AM"
新北(樹林),新北市,81,普通,"Fri 29 Mar 2024, 09:00AM"
屏東(琉球),屏東縣,40,良好,"Fri 29 Mar 2024, 09:00AM"
臺南(麻豆),臺南市,57,普通,"Fri 29 Mar 2024, 09:00AM"
高雄(湖內),高雄市,27,良好,"Fri 29 Mar 2024, 09:00AM"
彰化(員林),彰化縣,60,普通,"Fri 29 Mar 2024, 09:00AM"
大城,彰化縣,58,普通,"Fri 29 Mar 2024, 09:00AM"
富貴角,新北市,53,普通,"Fri 29 Mar 2024, 09:00AM"
麥寮,雲林縣,52,普通,"Fri 29 Mar 2024, 09:00AM"
關山,臺東縣,26,良好,"Fri 29 Mar 2024, 09:00AM"
馬公,澎湖縣,44,良好,"Fri 29 Mar 2024, 09:00AM"
金門,金門縣,114,對敏感族群不健康,"Fri 29 Mar 2024, 09:00AM"
馬祖,連江縣,66,普通,"Fri 29 Mar 2024, 09:00AM"
埔里,南投縣,54,普通,"Fri 29 Mar 2024, 09:00AM"
復興,高雄市,54,普通,"Fri 29 Mar 2024, 09:00AM"
永和,新北市,65,普通,"Fri 29 Mar 2024, 09:00AM"
竹山,南投縣,59,普通,"Fri 29 Mar 2024, 09:00AM"
中壢,桃園市,73,普通,"Fri 29 Mar 2024, 09:00AM"
三重,新北市,77,普通,"Fri 29 Mar 2024, 09:00AM"
冬山,宜蘭縣,69,普通,"Fri 29 Mar 2024, 09:00AM"
宜蘭,宜蘭縣,59,普通,"Fri 29 Mar 2024, 09:00AM"
陽明,臺北市,43,良好,"Fri 29 Mar 2024, 09:00AM"
花蓮,花蓮縣,40,良好,"Fri 29 Mar 2024, 09:00AM"
臺東,臺東縣,26,良好,"Fri 29 Mar 2024, 09:00AM"
恆春,屏東縣,37,良好,"Fri 29 Mar 2024, 09:00AM"
潮州,屏東縣,54,普通,"Fri 29 Mar 2024, 09:00AM"
屏東,屏東縣,34,良好,"Fri 29 Mar 2024, 09:00AM"
小港,高雄市,40,良好,"Fri 29 Mar 2024, 09:00AM"
前鎮,高雄市,54,普通,"Fri 29 Mar 2024, 09:00AM"
前金,高雄市,44,良好,"Fri 29 Mar 2024, 09:00AM"
左營,高雄市,56,普通,"Fri 29 Mar 2024, 09:00AM"
楠梓,高雄市,66,普通,"Fri 29 Mar 2024, 09:00AM"
林園,高雄市,48,良好,"Fri 29 Mar 2024, 09:00AM"
大寮,高雄市,59,普通,"Fri 29 Mar 2024, 09:00AM"
鳳山,高雄市,46,良好,"Fri 29 Mar 2024, 09:00AM"
仁武,高雄市,61,普通,"Fri 29 Mar 2024, 09:00AM"
橋頭,高雄市,68,普通,"Fri 29 Mar 2024, 09:00AM"
美濃,高雄市,30,良好,"Fri 29 Mar 2024, 09:00AM"
臺南,臺南市,47,良好,"Fri 29 Mar 2024, 09:00AM"
安南,臺南市,54,普通,"Fri 29 Mar 2024, 09:00AM"
善化,臺南市,64,普通,"Fri 29 Mar 2024, 09:00AM"
新營,臺南市,52,普通,"Fri 29 Mar 2024, 09:00AM"
嘉義,嘉義市,63,普通,"Fri 29 Mar 2024, 09:00AM"
臺西,雲林縣,44,良好,"Fri 29 Mar 2024, 09:00AM"
朴子,嘉義縣,62,普通,"Fri 29 Mar 2024, 09:00AM"
新港,嘉義縣,56,普通,"Fri 29 Mar 2024, 09:00AM"
崙背,雲林縣,53,普通,"Fri 29 Mar 2024, 09:00AM"
斗六,雲林縣,61,普通,"Fri 29 Mar 2024, 09:00AM"
南投,南投縣,50,良好,"Fri 29 Mar 2024, 09:00AM"
二林,彰化縣,78,普通,"Fri 29 Mar 2024, 09:00AM"
線西,彰化縣,60,普通,"Fri 29 Mar 2024, 09:00AM"
彰化,彰化縣,52,普通,"Fri 29 Mar 2024, 09:00AM"
西屯,臺中市,64,普通,"Fri 29 Mar 2024, 09:00AM"
忠明,臺中市,40,良好,"Fri 29 Mar 2024, 09:00AM"
大里,臺中市,62,普通,"Fri 29 Mar 2024, 09:00AM"
沙鹿,臺中市,52,普通,"Fri 29 Mar 2024, 09:00AM"
豐原,臺中市,47,良好,"Fri 29 Mar 2024, 09:00AM"
三義,苗栗縣,57,普通,"Fri 29 Mar 2024, 09:00AM"
苗栗,苗栗縣,65,普通,"Fri 29 Mar 2024, 09:00AM"
頭份,苗栗縣,69,普通,"Fri 29 Mar 2024, 09:00AM"
新竹,新竹市,78,普通,"Fri 29 Mar 2024, 09:00AM"
竹東,新竹縣,70,普通,"Fri 29 Mar 2024, 09:00AM"
湖口,新竹縣,81,普通,"Fri 29 Mar 2024, 09:00AM"
龍潭,桃園市,72,普通,"Fri 29 Mar 2024, 09:00AM"
平鎮,桃園市,69,普通,"Fri 29 Mar 2024, 09:00AM"
觀音,桃園市,80,普通,"Fri 29 Mar 2024, 09:00AM"
大園,桃園市,74,普通,"Fri 29 Mar 2024, 09:00AM"
桃園,桃園市,75,普通,"Fri 29 Mar 2024, 09:00AM"
大同,臺北市,84,普通,"Fri 29 Mar 2024, 09:00AM"
松山,臺北市,78,普通,"Fri 29 Mar 2024, 09:00AM"
古亭,臺北市,73,普通,"Fri 29 Mar 2024, 09:00AM"
萬華,臺北市,77,普通,"Fri 29 Mar 2024, 09:00AM"
中山,臺北市,66,普通,"Fri 29 Mar 2024, 09:00AM"
士林,臺北市,67,普通,"Fri 29 Mar 2024, 09:00AM"
淡水,新北市,65,普通,"Fri 29 Mar 2024, 09:00AM"
林口,新北市,68,普通,"Fri 29 Mar 2024, 09:00AM"
菜寮,新北市,73,普通,"Fri 29 Mar 2024, 09:00AM"
新莊,新北市,69,普通,"Fri 29 Mar 2024, 09:00AM"
板橋,新北市,67,普通,"Fri 29 Mar 2024, 09:00AM"
土城,新北市,77,普通,"Fri 29 Mar 2024, 09:00AM"
新店,新北市,76,普通,"Fri 29 Mar 2024, 09:00AM"
萬里,新北市,52,普通,"Fri 29 Mar 2024, 09:00AM"
汐止,新北市,69,普通,"Fri 29 Mar 2024, 09:00AM"
基隆,基隆市,59,普通,"Fri 29 Mar 2024, 09:00AM"
屏東(枋山),屏東縣,46,良好,"Fri 29 Mar 2024, 08:00AM"
新北(樹林),新北市,74,普通,"Fri 29 Mar 2024, 08:00AM"
屏東(琉球),屏東縣,41,良好,"Fri 29 Mar 2024, 08:00AM"
臺南(麻豆),臺南市,55,普通,"Fri 29 Mar 2024, 08:00AM"
高雄(湖內),高雄市,26,良好,"Fri 29 Mar 2024, 08:00AM"
彰化(員林),彰化縣,60,普通,"Fri 29 Mar 2024, 08:00AM"
大城,彰化縣,52,普通,"Fri 29 Mar 2024, 08:00AM"
富貴角,新北市,54,普通,"Fri 29 Mar 2024, 08:00AM"
麥寮,雲林縣,47,良好,"Fri 29 Mar 2024, 08:00AM"
關山,臺東縣,23,良好,"Fri 29 Mar 2024, 08:00AM"
馬公,澎湖縣,43,良好,"Fri 29 Mar 2024, 08:00AM"
金門,金門縣,122,對敏感族群不健康,"Fri 29 Mar 2024, 08:00AM"
馬祖,連江縣,67,普通,"Fri 29 Mar 2024, 08:00AM"
埔里,南投縣,53,普通,"Fri 29 Mar 2024, 08:00AM"
復興,高雄市,53,普通,"Fri 29 Mar 2024, 08:00AM"
永和,新北市,62,普通,"Fri 29 Mar 2024, 08:00AM"
竹山,南投縣,57,普通,"Fri 29 Mar 2024, 08:00AM"
中壢,桃園市,68,普通,"Fri 29 Mar 2024, 08:00AM"
三重,新北市,76,普通,"Fri 29 Mar 2024, 08:00AM"
冬山,宜蘭縣,66,普通,"Fri 29 Mar 2024, 08:00AM"
宜蘭,宜蘭縣,56,普通,"Fri 29 Mar 2024, 08:00AM"
陽明,臺北市,43,良好,"Fri 29 Mar 2024, 08:00AM"
花蓮,花蓮縣,38,良好,"Fri 29 Mar 2024, 08:00AM"
臺東,臺東縣,22,良好,"Fri 29 Mar 2024, 08:00AM"
恆春,屏東縣,41,良好,"Fri 29 Mar 2024, 08:00AM"
潮州,屏東縣,54,普通,"Fri 29 Mar 2024, 08:00AM"
屏東,屏東縣,32,良好,"Fri 29 Mar 2024, 08:00AM"
小港,高雄市,41,良好,"Fri 29 Mar 2024, 08:00AM"
前鎮,高雄市,54,普通,"Fri 29 Mar 2024, 08:00AM"
前金,高雄市,42,良好,"Fri 29 Mar 2024, 08:00AM"
左營,高雄市,56,普通,"Fri 29 Mar 2024, 08:00AM"
楠梓,高雄市,66,普通,"Fri 29 Mar 2024, 08:00AM"
林園,高雄市,48,良好,"Fri 29 Mar 2024, 08:00AM"
大寮,高雄市,57,普通,"Fri 29 Mar 2024, 08:00AM"
鳳山,高雄市,49,良好,"Fri 29 Mar 2024, 08:00AM"
仁武,高雄市,62,普通,"Fri 29 Mar 2024, 08:00AM"
橋頭,高雄市,71,普通,"Fri 29 Mar 2024, 08:00AM"
美濃,高雄市,28,良好,"Fri 29 Mar 2024, 08:00AM"
臺南,臺南市,45,良好,"Fri 29 Mar 2024, 08:00AM"
安南,臺南市,51,普通,"Fri 29 Mar 2024, 08:00AM"
善化,臺南市,61,普通,"Fri 29 Mar 2024, 08:00AM"
新營,臺南市,52,普通,"Fri 29 Mar 2024, 08:00AM"
嘉義,嘉義市,59,普通,"Fri 29 Mar 2024, 08:00AM"
臺西,雲林縣,42,良好,"Fri 29 Mar 2024, 08:00AM"
朴子,嘉義縣,61,普通,"Fri 29 Mar 2024, 08:00AM"
新港,嘉義縣,56,普通,"Fri 29 Mar 2024, 08:00AM"
崙背,雲林縣,46,良好,"Fri 29 Mar 2024, 08:00AM"
斗六,雲林縣,63,普通,"Fri 29 Mar 2024, 08:00AM"
南投,南投縣,49,良好,"Fri 29 Mar 2024, 08:00AM"
二林,彰化縣,68,普通,"Fri 29 Mar 2024, 08:00AM"
線西,彰化縣,54,普通,"Fri 29 Mar 2024, 08:00AM"
彰化,彰化縣,47,良好,"Fri 29 Mar 2024, 08:00AM"
西屯,臺中市,58,普通,"Fri 29 Mar 2024, 08:00AM"
忠明,臺中市,37,良好,"Fri 29 Mar 2024, 08:00AM"
大里,臺中市,60,普通,"Fri 29 Mar 2024, 08:00AM"
沙鹿,臺中市,44,良好,"Fri 29 Mar 2024, 08:00AM"
豐原,臺中市,39,良好,"Fri 29 Mar 2024, 08:00AM"
三義,苗栗縣,52,普通,"Fri 29 Mar 2024, 08:00AM"
苗栗,苗栗縣,60,普通,"Fri 29 Mar 2024, 08:00AM"
頭份,苗栗縣,64,普通,"Fri 29 Mar 2024, 08:00AM"
新竹,新竹市,74,普通,"Fri 29 Mar 2024, 08:00AM"
竹東,新竹縣,67,普通,"Fri 29 Mar 2024, 08:00AM"
湖口,新竹縣,76,普通,"Fri 29 Mar 2024, 08:00AM"
龍潭,桃園市,67,普通,"Fri 29 Mar 2024, 08:00AM"
平鎮,桃園市,65,普通,"Fri 29 Mar 2024, 08:00AM"
觀音,桃園市,79,普通,"Fri 29 Mar 2024, 08:00AM"
大園,桃園市,75,普通,"Fri 29 Mar 2024, 08:00AM"
桃園,桃園市,74,普通,"Fri 29 Mar 2024, 08:00AM"
大同,臺北市,82,普通,"Fri 29 Mar 2024, 08:00AM"
松山,臺北市,76,普通,"Fri 29 Mar 2024, 08:00AM"
古亭,臺北市,67,普通,"Fri 29 Mar 2024, 08:00AM"
萬華,臺北市,76,普通,"Fri 29 Mar 2024, 08:00AM"
中山,臺北市,63,普通,"Fri 29 Mar 2024, 08:00AM"
士林,臺北市,65,普通,"Fri 29 Mar 2024, 08:00AM"
淡水,新北市,64,普通,"Fri 29 Mar 2024, 08:00AM"
林口,新北市,66,普通,"Fri 29 Mar 2024, 08:00AM"
菜寮,新北市,67,普通,"Fri 29 Mar 2024, 08:00AM"
新莊,新北市,63,普通,"Fri 29 Mar 2024, 08:00AM"
